"id","long","lat","order","hole","piece","group","N"
"331",1391.34214413792,2167.70613719872,7,FALSE,"1","331.1",0
"332",1498.79913732027,2167.70613719872,1,FALSE,"1","332.1",0
"332",1552.52763391145,2198.72629916879,2,FALSE,"1","332.1",0
"332",1606.25613050262,2167.70613719872,3,FALSE,"1","332.1",0
"332",1606.25613050262,2105.66581325858,4,FALSE,"1","332.1",0
"332",1552.52763391145,2074.64565128851,5,FALSE,"1","332.1",0
"332",1498.79913732027,2105.66581325858,6,FALSE,"1","332.1",0
"332",1498.79913732027,2167.70613719872,7,FALSE,"1","332.1",0
"333",1606.25613050262,2167.70613719872,1,FALSE,"1","333.1",0
"333",1659.9846270938,2198.72629916879,2,FALSE,"1","333.1",0
"333",1713.71312368498,2167.70613719872,3,FALSE,"1","333.1",0
"333",1713.71312368498,2105.66581325858,4,FALSE,"1","333.1",0
"333",1659.9846270938,2074.64565128851,5,FALSE,"1","333.1",0
"333",1606.25613050262,2105.66581325858,6,FALSE,"1","333.1",0
"333",1606.25613050262,2167.70613719872,7,FALSE,"1","333.1",0
"334",1713.71312368498,2167.70613719872,1,FALSE,"1","334.1",3
"334",1767.44162027616,2198.72629916879,2,FALSE,"1","334.1",3
"334",1821.17011686733,2167.70613719872,3,FALSE,"1","334.1",3
"334",1821.17011686733,2105.66581325858,4,FALSE,"1","334.1",3
"334",1767.44162027616,2074.64565128851,5,FALSE,"1","334.1",3
"334",1713.71312368498,2105.66581325858,6,FALSE,"1","334.1",3
"334",1713.71312368498,2167.70613719872,7,FALSE,"1","334.1",3
"335",1821.17011686733,2167.70613719872,1,FALSE,"1","335.1",5
"335",1874.89861345851,2198.72629916879,2,FALSE,"1","335.1",5
"335",1928.62711004969,2167.70613719872,3,FALSE,"1","335.1",5
"335",1928.62711004969,2105.66581325858,4,FALSE,"1","335.1",5
"335",1874.89861345851,2074.64565128851,5,FALSE,"1","335.1",5
"335",1821.17011686733,2105.66581325858,6,FALSE,"1","335.1",5
"335",1821.17011686733,2167.70613719872,7,FALSE,"1","335.1",5
"336",1928.62711004969,2167.70613719872,1,FALSE,"1","336.1",23
"336",1982.35560664086,2198.72629916879,2,FALSE,"1","336.1",23
"336",2036.08410323204,2167.70613719872,3,FALSE,"1","336.1",23
"336",2036.08410323204,2105.66581325858,4,FALSE,"1","336.1",23
"336",1982.35560664086,2074.64565128851,5,FALSE,"1","336.1",23
"336",1928.62711004969,2105.66581325858,6,FALSE,"1","336.1",23
"336",1928.62711004969,2167.70613719872,7,FALSE,"1","336.1",23
"337",2036.08410323204,2167.70613719872,1,FALSE,"1","337.1",10
"337",2089.81259982322,2198.72629916879,2,FALSE,"1","337.1",10
"337",2143.54109641439,2167.70613719872,3,FALSE,"1","337.1",10
"337",2143.54109641439,2105.66581325858,4,FALSE,"1","337.1",10
"337",2089.81259982322,2074.64565128851,5,FALSE,"1","337.1",10
"337",2036.08410323204,2105.66581325858,6,FALSE,"1","337.1",10
"337",2036.08410323204,2167.70613719872,7,FALSE,"1","337.1",10
"338",2143.54109641439,2167.70613719872,1,FALSE,"1","338.1",13
"338",2197.26959300557,2198.72629916879,2,FALSE,"1","338.1",13
"338",2250.99808959675,2167.70613719872,3,FALSE,"1","338.1",13
"338",2250.99808959675,2105.66581325858,4,FALSE,"1","338.1",13
"338",2197.26959300557,2074.64565128851,5,FALSE,"1","338.1",13
"338",2143.54109641439,2105.66581325858,6,FALSE,"1","338.1",13
"338",2143.54109641439,2167.70613719872,7,FALSE,"1","338.1",13
"339",2250.99808959675,2167.70613719872,1,FALSE,"1","339.1",24
"339",2304.72658618793,2198.72629916879,2,FALSE,"1","339.1",24
"339",2358.4550827791,2167.70613719872,3,FALSE,"1","339.1",24
"339",2358.4550827791,2105.66581325858,4,FALSE,"1","339.1",24
"339",2304.72658618793,2074.64565128851,5,FALSE,"1","339.1",24
"339",2250.99808959675,2105.66581325858,6,FALSE,"1","339.1",24
"339",2250.99808959675,2167.70613719872,7,FALSE,"1","339.1",24
"34",692.871688452613,399.556904904731,1,FALSE,"1","34.1",1
"34",746.60018504379,430.577066874801,2,FALSE,"1","34.1",1
"34",800.328681634967,399.556904904731,3,FALSE,"1","34.1",1
"34",800.328681634967,337.516580964591,4,FALSE,"1","34.1",1
"34",746.60018504379,306.496418994521,5,FALSE,"1","34.1",1
"34",692.871688452613,337.516580964591,6,FALSE,"1","34.1",1
"34",692.871688452613,399.556904904731,7,FALSE,"1","34.1",1
"340",2358.4550827791,2167.70613719872,1,FALSE,"1","340.1",5
"340",2412.18357937028,2198.72629916879,2,FALSE,"1","340.1",5
"340",2465.91207596146,2167.70613719872,3,FALSE,"1","340.1",5
"340",2465.91207596146,2105.66581325858,4,FALSE,"1","340.1",5
"340",2412.18357937028,2074.64565128851,5,FALSE,"1","340.1",5
"340",2358.4550827791,2105.66581325858,6,FALSE,"1","340.1",5
"340",2358.4550827791,2167.70613719872,7,FALSE,"1","340.1",5
"341",-489.155236553283,2260.76662310893,1,FALSE,"1","341.1",0
"341",-435.426739962106,2291.786785079,2,FALSE,"1","341.1",0
"341",-381.698243370929,2260.76662310893,3,FALSE,"1","341.1",0
"341",-381.698243370929,2198.72629916879,4,FALSE,"1","341.1",0
"341",-435.426739962106,2167.70613719872,5,FALSE,"1","341.1",0
"341",-489.155236553283,2198.72629916879,6,FALSE,"1","341.1",0
"341",-489.155236553283,2260.76662310893,7,FALSE,"1","341.1",0
"342",-381.698243370929,2260.76662310893,1,FALSE,"1","342.1",0
"342",-327.969746779752,2291.786785079,2,FALSE,"1","342.1",0
"342",-274.241250188575,2260.76662310893,3,FALSE,"1","342.1",0
"342",-274.241250188575,2198.72629916879,4,FALSE,"1","342.1",0
"342",-327.969746779752,2167.70613719872,5,FALSE,"1","342.1",0
"342",-381.698243370929,2198.72629916879,6,FALSE,"1","342.1",0
